,clouds,date,humidity,temp,type,visibility,windSpeed,zipcode,day_of_week,is_weekend_False,is_weekend_True,month,season_fall,season_spring,season_summer,season_winter,part_of_day_afternoon,part_of_day_evening,part_of_day_morning,part_of_day_night,weatherCond_Clear,weatherCond_Clouds,weatherCond_Fog,weatherCond_Haze,weatherCond_Rain,weatherCond_Smoke,weatherCond_Snow,weatherCond_Thunderstorm
F9BF1FBB-65E4-4306-BE7A-61086AA2418C,1,2018-07-10T18:43:28.515Z,31,89.0,0,10.0,8.0,10923,1,1,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
328A2899-E7FF-4D2D-BF13-E096D70FB680,90,2018-08-08T11:50:51.492Z,100,71.0,0,3.0,2.0,10901,2,1,0,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
E6BB39E7-4F01-4F2A-BDF4-B81011227CA8,1,2018-08-10T12:37:24.664Z,69,72.0,0,10.0,3.0,7605,4,1,0,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
10E4307E-7EC2-45F0-84A3-E34CCC44A638,75,2018-07-20T12:33:03.688Z,61,80.0,0,10.0,9.0,75028,4,1,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
69160BE7-C919-4AA9-950E-9E2453D254DF,1,2018-06-30T23:00:55.497Z,69,72.0,0,10.0,8.0,10993,5,1,0,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
F7FF0CD1-F6AA-44BE-9E43-BA8456AA4190,75,2018-08-04T15:03:25.253Z,94,73.0,0,4.0,5.0,10923,5,1,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
64C74CA5-EC53-4257-A247-128FD5E8D7AB,20,2018-06-26T19:25:30.763Z,46,76.0,0,10.0,12.0,10994,1,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
E597B679-D1E6-4B93-83BC-7EB0A30118ED,1,2018-04-22T17:52:14.427Z,18,60.0,0,10.0,3.0,10977,6,0,1,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
fb1a5310-721b-11e8-b663-67a862397977,1,2018-06-17T10:48:33.782Z,72,60.0,0,10.0,3.0,10701,6,0,1,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
47416A6B-7F5A-4E1D-94A8-FE4FAE19C2B7,1,2018-07-07T16:44:12.908Z,35,72.0,0,10.0,8.0,10923,5,1,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FBD52BAE-71EC-4014-836E-249D5895A03E,1,2018-07-20T12:05:19.865Z,78,70.0,0,10.0,4.0,7733,4,1,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
A9994870-BCB6-4785-9095-32D7A20E136B,1,2018-09-15T15:34:18.895Z,68,75.0,0,10.0,2.0,12538,5,1,0,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4D8F639F-B2BC-4F12-AE32-03EBBDABD9BE,1,2018-06-02T20:59:13.624Z,51,83.0,0,10.0,9.0,11709,5,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1B9DEEC8-F84D-4914-A202-4012CA1AF82E,1,2018-06-02T20:59:31.019Z,51,83.0,0,10.0,9.0,11709,5,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
C964EB48-0DDD-4C04-BE86-5AB791A7B4D7,1,2018-07-20T21:12:21.003Z,34,81.0,0,10.0,5.0,8879,4,1,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
5BCFAF88-B5E9-4F5F-B11A-E8FCDA9D2650,75,2018-07-20T12:33:02.199Z,61,80.0,0,10.0,9.0,75028,4,1,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4367A438-481A-4435-838E-42C61DEAD51C,75,2019-01-03T21:45:33.742Z,68,25.0,0,6.0,14.0,05-831,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7494BB7D-409B-40D8-A4D5-41B10613FD51,1,2018-06-11T22:30:35.867Z,39,69.0,0,10.0,12.0,7083,0,1,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
c14a28e0-64d3-11e8-b9fa-c5edf29718b7,75,2018-05-31T13:08:47.855Z,82,65.0,0,10.0,7.0,10701,3,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
C1E16B18-8396-4031-A312-22C70D405C6C,75,2018-04-17T11:25:00.181Z,80,39.0,0,10.0,12.0,10923,1,1,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
905A696F-E73A-4DF0-8E86-19B120DC2EE7,20,2018-06-09T13:55:55.832Z,56,70.0,0,10.0,9.0,10970,5,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6E437CFC-581F-4397-BD53-97E15F1F4538,1,2018-07-08T21:03:38.412Z,39,81.0,0,10.0,4.0,10989,6,0,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
760EA2BF-8830-4FB7-9052-DDE367CABF69,75,2018-07-20T12:33:00.218Z,61,80.0,0,10.0,9.0,75028,4,1,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
552DA703-71BD-4F8A-8A00-555EB6167CEE,90,2018-06-13T21:01:25.916Z,83,74.0,0,3.0,3.0,10923,2,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1E8A0181-D13B-469B-AA49-DA16EFF6C227,1,2018-06-16T14:31:14.454Z,33,73.0,0,10.0,9.0,10923,5,1,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3924B07B-276F-41A8-8649-A9AC1C7C9662,40,2018-10-03T16:36:26.288Z,63,72.0,0,10.0,4.0,10014,2,1,0,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ECD55B48-F4BA-4749-ACB9-D08A842EDC2C,75,2018-07-04T22:31:35.399Z,74,81.0,0,10.0,4.0,10920,2,1,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
91099B06-0D43-410D-8ABB-3062B9552235,1,2018-02-28T22:12:52.796Z,55,61.0,0,10.0,12.0,8879,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
B3950D09-B3E6-4234-8C2F-02FF92C30285,90,2018-07-06T19:07:15.935Z,88,77.0,0,7.0,8.0,7677,4,1,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5F94B03C-7FC1-48D4-A15F-BB3751404B03,20,2018-07-21T18:06:50.068Z,56,75.0,0,10.0,12.0,10923,5,1,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
21BF185D-5D6F-4DBC-8F05-A21C60661D13,20,2018-06-26T22:15:59.646Z,47,75.0,0,20.0,9.0,10989,1,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
67802515-9320-47F3-B5BA-EA39CDC95513,1,2018-07-07T18:34:51.310Z,35,72.0,0,10.0,8.0,10923,5,1,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
22DBFC4A-8DB5-43EE-8230-F2F8658886A7,40,2018-07-21T13:15:02.042Z,64,71.0,0,10.0,13.0,10970,5,1,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
7eb56230-6086-11e7-be36-e17cbde4202e,90,2017-07-04T07:00:42.579Z,94,61.0,0,10.0,5.0,94103,1,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
D7445800-3368-4519-8743-E6E3665EC51F,75,2018-05-27T12:25:55.709Z,93,65.0,0,5.0,3.0,10901,6,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1b85e070-8e3c-11e7-bd7e-576539d05eac,1,2017-08-31T11:04:06.904Z,82,61.0,0,10.0,5.0,10927,3,1,0,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
C69532FE-0F0D-424D-960D-5E0101724359,90,2018-05-17T15:40:10.411Z,100,61.0,0,1.0,3.0,10923,3,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9B2997F0-04EA-497B-9E3C-F1C4FFBEAE85,40,2018-08-12T21:30:59.606Z,69,77.0,0,10.0,9.0,12603,6,0,1,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
E0200545-0E4C-4F4B-BA3D-91F8C9D48E8F,75,2018-08-27T14:38:49.736Z,37,67.0,0,10.0,14.0,80202,0,1,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
16ECF5B5-A636-456C-B57A-41B36CC37DBE,40,2018-08-03T14:03:20.164Z,78,78.0,0,10.0,6.0,10970,4,1,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4EBFBC8D-A692-4981-BC3A-AD90A3CC1AF0,1,2018-04-02T13:05:45.552Z,100,68.0,0,10.0,4.0,34117,0,1,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8974C50B-D95D-4AF3-AD24-08ACC596E7FF,75,2018-09-02T11:54:00.057Z,100,65.0,0,10.0,3.0,10970,6,0,1,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
FE755C85-965F-4120-8E26-738D54B04F0E,75,2018-05-06T17:33:17.007Z,72,61.0,0,10.0,6.0,10923,6,0,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
015C7BC5-638A-4416-A948-A6979F3498DD,40,2018-04-28T16:43:48.359Z,72,61.0,0,5.0,9.0,10956,5,1,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
67DAD324-2D9F-4C64-8F2B-93E8602A6CCE,1,2018-06-18T21:22:40.085Z,55,91.0,0,10.0,5.0,7722,0,1,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4B1AEA55-374C-42D7-8A21-8BB1847E9D08,40,2018-07-12T11:22:28.262Z,68,65.0,0,10.0,3.0,10993,3,1,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
B44C47A3-8286-411A-B592-570001B03475,75,2018-04-12T19:19:00.113Z,44,57.0,0,10.0,14.0,10923,3,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
258B5485-812C-4EA4-9389-5EDEB13312A4,75,2018-06-01T17:25:05.595Z,88,76.0,0,10.0,3.0,10954,4,1,0,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9067ca20-723e-11e8-a5e0-89e353729831,1,2018-06-17T14:56:07.107Z,34,79.0,0,10.0,3.0,10701,6,0,1,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
CF0693AD-E056-4B65-8A3B-31A5CD58334A,75,2019-01-03T21:45:26.292Z,68,25.0,0,6.0,14.0,05-831,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4CC5B833-0C3B-4BC0-9372-D5917C37CD34,90,2018-06-24T14:16:26.094Z,93,66.0,0,1.0,4.0,10923,6,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
B13B4FE6-9A84-4FEA-B0F7-335C61620597,40,2018-05-18T11:04:51.143Z,67,61.0,0,20.0,9.0,10923,4,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
09FDEE1F-4462-4876-A1BB-2689BD8707D3,75,2018-05-10T21:00:12.439Z,60,67.0,0,15.0,9.0,10923,3,1,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8AB3350D-A22E-4BED-9565-DABCC72D9FAF,75,2018-06-13T23:51:58.768Z,65,76.0,0,10.0,9.0,11211,2,1,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
C0784390-B4F3-49A4-8E99-2CB8A4D6FE51,90,2018-08-31T11:07:13.699Z,82,70.0,0,10.0,9.0,10993,4,1,0,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
225af420-786b-11e8-b872-4d95b20ad14e,75,2018-06-25T11:30:16.803Z,77,66.0,0,10.0,3.0,10701,0,1,0,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
ACDC3A44-98D2-47CA-A0E5-04E899BCEDB3,90,2018-05-13T14:22:35.150Z,81,52.0,0,10.0,6.0,10923,6,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
B389AA7F-B82C-47B5-A2E9-DCF5D37ADB7E,75,2018-07-12T19:04:06.702Z,32,82.0,0,10.0,5.0,10954,3,1,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
E24767C9-865F-4D8A-90E4-7F6CB4ACAF0F,90,2018-06-11T00:44:05.031Z,67,63.0,0,10.0,2.0,10989,0,1,0,6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3D7118DA-4718-4A99-9539-0E94A7022010,1,2018-06-18T10:17:47.052Z,83,68.0,0,10.0,4.0,10923,0,1,0,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
80cb7a20-4f8a-11e8-8376-ddba105bd67f,40,2018-05-04T11:01:31.971Z,100,66.0,0,10.0,5.0,10701,4,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
687dfb00-611e-11e8-85dd-89a54a8c774f,40,2018-05-26T19:53:06.481Z,33,88.0,0,20.0,14.0,10701,5,1,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
D006BA05-D2E3-4160-B811-0110CA819080,1,2018-03-27T21:42:25.176Z,39,79.0,0,10.0,19.0,34117,1,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
C2DE2BC5-4970-4823-B24F-AA967B96BBD7,75,2018-06-02T12:47:19.058Z,88,73.0,0,10.0,5.0,10927,5,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
FA5CA1FF-0F43-40E2-AB3E-4EBE2AB3D111,1,2018-07-09T14:04:19.346Z,50,77.0,0,10.0,6.0,10993,0,1,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
46864a10-5ea9-11e8-b189-3b444d73352a,1,2018-05-23T16:49:36.050Z,56,72.0,0,10.0,11.0,10701,2,1,0,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9c216f70-5f41-11e8-aa40-d5a9fbd0c8d8,5,2018-05-24T11:00:03.176Z,93,59.0,0,15.0,6.0,10701,3,1,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
47BF22AC-E901-4EED-9481-667FFD97F034,90,2018-06-27T10:39:43.695Z,100,61.0,0,1.0,4.0,10970,2,1,0,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6CAC1CBD-DEEA-4F2E-974F-945CCA740C87,1,2018-08-06T21:46:25.579Z,59,90.0,0,10.0,11.0,7748,0,1,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9a718cf0-47d1-11e8-8840-97a399dba024,1,2018-04-24T15:10:19.967Z,47,60.0,0,10.0,11.0,10701,1,1,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
51ED2889-CE87-40E8-BB20-CE8F711891EB,20,2018-06-26T15:36:01.258Z,40,72.0,0,10.0,3.0,10923,1,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
9472FFCE-F261-457E-881E-85F2A9ABAA6B,1,2018-06-02T20:59:16.348Z,51,83.0,0,10.0,9.0,11709,5,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1CB92B53-627E-4101-B133-9BF5DEB128EF,75,2018-06-05T10:20:44.445Z,100,52.0,0,3.0,2.0,10970,1,1,0,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
FC13E2E8-E047-459D-9DF6-04EB731F02B7,1,2018-05-05T19:22:05.866Z,27,73.0,0,10.0,4.0,10923,5,1,0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9A95E6AA-7B5F-4279-8C9B-9619B258EEFB,90,2018-08-08T11:27:04.455Z,100,71.0,0,0.0,2.0,10923,2,1,0,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0830f230-51eb-11e8-9f91-8b602027c07e,90,2018-05-07T11:37:33.176Z,93,52.0,0,1.0,5.0,10701,0,1,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
fb7dff40-747e-11e8-97e9-29c7c769a9e2,40,2018-06-20T11:42:16.885Z,59,66.0,0,10.0,5.0,10701,2,1,0,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
807D4D0C-99D2-440D-8DC8-4205A765375D,1,2018-05-21T22:39:44.418Z,38,74.0,0,10.0,9.0,8832,0,1,0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
F7CAF186-963A-4F97-9265-648889056626,5,2018-06-17T22:59:29.384Z,40,85.0,0,20.0,2.0,10989,6,0,1,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FFB69BDF-D8CC-4E12-A944-3AC7FB582383,1,2018-07-10T00:31:58.847Z,45,81.0,0,10.0,3.0,10901,1,1,0,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
41E555E5-12BD-493A-A10C-331B8B634DDC,40,2018-04-30T23:39:17.902Z,45,61.0,0,10.0,9.0,95113,0,1,0,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5D3BCD1A-30D3-405E-95CA-1338920E3B21,90,2018-06-03T14:45:31.339Z,72,61.0,0,10.0,11.0,10923,6,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
cd5eb000-6b5f-11e8-935d-63e82b014d23,40,2018-06-08T21:06:24.641Z,57,81.0,0,10.0,9.0,10701,4,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
492C5480-471F-4F93-91B6-5019E899EA0B,75,2018-08-09T10:31:47.829Z,94,72.0,0,7.0,2.0,10923,3,1,0,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
D894321F-FDDF-42A0-BF0C-F07B6C2ECA97,20,2018-07-06T17:09:37.915Z,25,99.0,0,10.0,16.0,85044,4,1,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
72d88550-3f56-11e8-bade-6f4fdb9ae9d9,1,2018-04-13T20:08:36.133Z,27,78.0,0,10.0,13.0,10701,4,1,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6774D2D4-2AF5-4A3E-A597-E8E26858C708,1,2018-06-11T17:11:26.263Z,43,67.0,0,10.0,6.0,7733,0,1,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0C10CF0C-CF5E-4A58-8927-02E5898B6494,1,2018-06-12T11:49:41.878Z,76,55.0,0,10.0,3.0,10923,1,1,0,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1CAB7C8B-2CA7-430E-9B8A-F940D667AACF,20,2018-07-14T12:26:48.531Z,64,71.0,0,10.0,4.0,10927,5,1,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
DEDC4F96-223E-42D8-8C5D-D1A71349E571,90,2018-07-06T16:57:04.297Z,88,77.0,0,7.0,8.0,7677,4,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
E21F88EF-3B6C-4732-A1E1-3186CC07B369,75,2018-05-02T19:01:15.007Z,14,87.0,0,10.0,20.0,10901,2,1,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
45696f90-5e81-11e8-a6c5-29e8b9c17254,75,2018-05-23T12:03:14.314Z,100,60.0,0,3.0,3.0,10701,2,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ABCB00D6-2DE6-4F72-8808-8A61B6B53F5F,90,2018-08-08T11:27:04.453Z,100,71.0,0,0.0,2.0,10923,2,1,0,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
08E2DB7C-7289-4216-A4F3-A424B26692DA,1,2018-07-30T13:26:04.156Z,60,71.0,0,10.0,4.0,10923,0,1,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
6eb5f050-9f8a-11e7-b2a9-8d3ab17c1352,1,2017-09-22T11:37:37.018Z,100,62.0,0,6.0,3.0,10927,4,1,0,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
306FC469-2DCF-455A-BE01-F410E04F5F0F,1,2018-06-02T20:59:25.915Z,51,83.0,0,10.0,9.0,11709,5,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
AAB50B18-FA4C-4999-9783-D66530BE21A7,1,2018-06-18T15:31:26.455Z,54,86.0,0,10.0,8.0,7733,0,1,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
59FD12AD-AE41-4D15-92E1-A40183C328FD,1,2018-05-22T12:51:26.674Z,72,62.0,0,10.0,3.0,10923,1,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64c53710-b062-11e8-b776-47c0e0067e5a,20,2018-09-04T16:48:47.874Z,57,87.0,0,10.0,10.0,10701,1,1,0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
61268F60-370E-4FED-AD5B-D13A3501903D,1,2018-07-08T16:40:32.938Z,36,78.0,0,10.0,5.0,10960,6,0,1,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
76197090-6ad0-11e7-908f-4b064f587a76,1,2017-07-17T09:15:22.521Z,87,56.0,0,10.0,6.0,98109,0,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
28362b70-6ad0-11e7-908f-4b064f587a76,1,2017-07-17T09:13:11.847Z,87,56.0,0,10.0,6.0,98109,0,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
579C9191-6EFB-477C-BBC9-4C534A5E4091,40,2018-05-04T16:34:01.967Z,61,74.0,0,10.0,4.0,10901,4,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
31A96EF7-2538-480A-BDEA-56D1E765F184,90,2018-06-11T11:01:25.120Z,82,57.0,0,10.0,3.0,7111,0,1,0,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
AC20527B-7645-4511-80C6-F21B625887B0,75,2018-07-06T17:52:57.101Z,88,78.0,0,10.0,9.0,10901,4,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
67124F7D-727A-4C07-B885-8D0DB8088FEA,20,2018-06-22T00:24:50.640Z,64,77.0,0,10.0,6.0,10989,4,1,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
8E8F81AE-2DFE-4915-8BCA-152738FBEF51,1,2018-01-03T20:07:25.979Z,25,26.0,0,10.0,2.0,10901,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
50ACE9B4-E6D5-45B2-95FF-3F3D2E21AC9F,90,2018-05-14T15:38:31.108Z,87,58.0,0,1.0,3.0,10923,0,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
332E43CE-51A2-4061-A887-D5B439457426,20,2018-09-04T12:07:11.490Z,94,73.0,0,20.0,3.0,10923,1,1,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
84CAB49B-7237-4435-A1F3-A3D54CA0A6DC,1,2018-07-19T11:21:41.167Z,55,60.0,0,10.0,4.0,10923,3,1,0,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
55677F51-DC90-4FE4-91B8-DAB86C2B2486,20,2018-07-04T13:12:28.967Z,78,79.0,0,2.0,4.0,10993,2,1,0,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
D959ACCA-ADE3-46DB-88A1-F4726809C651,92,2018-10-15T03:01:18.169Z,95,60.0,0,0.0,2.0,948-0082,0,1,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
B7F5C3D4-39D3-4FA6-A8BC-48F78720FB46,1,2018-04-11T10:12:54.727Z,94,72.0,0,10.0,3.0,33913,2,1,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
BA1CC533-14C1-49CC-A569-E2576CE2D1F5,75,2018-08-22T12:16:20.358Z,94,72.0,0,8.0,3.0,10923,2,1,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
59FB9FEB-7C28-4539-B575-3BB42F359DFD,75,2018-07-18T19:47:40.546Z,83,84.0,0,2.0,6.0,110064,2,1,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
845DCD45-DE90-4BD6-92D2-69E60EE674C7,1,2018-07-11T21:24:06.320Z,57,76.0,0,10.0,11.0,94085,2,1,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3833B999-3208-4A09-913F-6BF7A9AA8AA1,1,2018-06-29T21:02:34.845Z,33,88.0,0,10.0,4.0,10989,4,1,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
96a29f20-4988-11e8-a7a5-19658f20bd1d,40,2018-04-26T19:32:42.643Z,45,65.0,0,10.0,14.0,10701,3,1,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7178B3D6-67FF-44CD-ABE9-40FBDEE657CB,40,2018-05-21T10:52:28.115Z,93,54.0,0,10.0,4.0,7645,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
96DFDC31-350D-42FF-9D07-095F8AF9D33D,90,2018-06-24T12:24:46.064Z,93,66.0,0,1.0,4.0,10923,6,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
ea548ff0-a6d7-11e8-8dac-11e1cda49de4,75,2018-08-23T13:24:51.440Z,69,66.0,0,10.0,10.0,10701,3,1,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
195745e0-7555-11e8-a32a-c96eb4a9a993,75,2018-06-21T13:14:59.263Z,83,68.0,0,10.0,5.0,10701,3,1,0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
729EF3FA-2BBD-4CA4-9A0B-6AF2668FB267,1,2018-08-05T12:18:01.599Z,88,74.0,0,10.0,3.0,10927,6,0,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
77C61259-DBD9-4B04-AEFD-380807837814,90,2018-05-29T10:00:54.752Z,88,65.0,0,10.0,3.0,10923,1,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
09D84E39-807C-4FFD-9D90-A99C3C6B8547,90,2018-05-30T10:35:50.541Z,88,63.0,0,3.0,3.0,10923,2,1,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
c138bf30-3ff1-11e8-87f1-bb394738a7ce,1,2018-04-14T14:40:19.648Z,48,64.0,0,10.0,6.0,10701,5,1,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6044B964-0B63-49F1-A478-9472CF57CD80,1,2018-02-21T18:50:55.342Z,57,73.0,0,10.0,5.0,10923,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5e81c340-5c58-11e8-98f1-f9cb26664818,90,2018-05-20T18:05:24.725Z,73,78.0,0,20.0,14.0,10701,6,0,1,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
B1C1AEF7-C735-4FAC-90D8-320E39F68AC0,75,2018-07-24T15:22:56.979Z,87,61.0,0,10.0,10.0,94103,1,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
A8B531DE-4744-46CC-ACAF-6AFB0CC351ED,90,2018-06-27T21:26:38.182Z,60,71.0,0,10.0,10.0,7018,2,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
