,clouds,humidity,temp,type,visibility,windSpeed,weatherCond_Clear,weatherCond_Clouds,weatherCond_Fog,weatherCond_Haze,weatherCond_Rain,weatherCond_Smoke,weatherCond_Snow,weatherCond_Thunderstorm
6ca3ae80-6086-11e7-be36-e17cbde4202e,90,94,61.0,0,10.0,5.0,0,1,0,0,0,0,0,0
e15bbc40-6982-11e7-91b9-a130a8d3792d,40,57,81.0,1,10.0,10.0,1,0,0,0,0,0,0,0
13c80090-207f-11e8-b183-47d3d0f86c62,20,55,36.0,1,10.0,19.0,0,1,0,0,0,0,0,0
769067D2-61EE-448A-9754-944FDB4CB52E,20,37,22.0,1,10.0,11.0,1,0,0,0,0,0,0,0
4E94EA22-01EE-4DF6-9B27-627C3FF253AF,90,65,40.0,1,10.0,4.0,0,1,0,0,0,0,0,0
47416A6B-7F5A-4E1D-94A8-FE4FAE19C2B7,1,35,72.0,0,10.0,8.0,1,0,0,0,0,0,0,0
4D5B56E6-648D-414F-84ED-4D348D0AECA3,75,94,76.0,0,10.0,6.0,0,0,0,0,1,0,0,0
c14a28e0-64d3-11e8-b9fa-c5edf29718b7,75,82,65.0,0,10.0,7.0,0,0,0,0,1,0,0,0
6EC7C1F2-EED6-43E8-A257-C585BA11BC29,40,77,65.0,1,10.0,9.0,0,0,0,0,1,0,0,0
91178ECC-84A5-41E0-A438-F210F77A1F8A,20,82,65.0,0,10.0,12.0,0,0,0,0,1,0,0,0
1b85e070-8e3c-11e7-bd7e-576539d05eac,1,82,61.0,0,10.0,5.0,0,1,0,0,0,0,0,0
09FDEE1F-4462-4876-A1BB-2689BD8707D3,75,60,67.0,0,15.0,9.0,0,1,0,0,0,0,0,0
72443B91-220D-440E-980A-CB3858C4FA05,20,39,64.0,0,10.0,6.0,0,1,0,0,0,0,0,0
066774CF-9E45-46A8-8173-A8D415A38931,90,81,40.0,1,6.0,4.0,0,1,0,0,0,0,0,0
84CAB49B-7237-4435-A1F3-A3D54CA0A6DC,1,55,60.0,0,10.0,4.0,1,0,0,0,0,0,0,0
89c23a30-30ed-11e8-b523-65ce7db73f28,1,63,27.0,1,10.0,3.0,1,0,0,0,0,0,0,0
B389AA7F-B82C-47B5-A2E9-DCF5D37ADB7E,75,32,82.0,0,10.0,5.0,0,1,0,0,0,0,0,0
3D7118DA-4718-4A99-9539-0E94A7022010,1,83,68.0,0,10.0,4.0,1,0,0,0,0,0,0,0
7f273fd0-f9f2-11e7-8f9d-cff67a3c305b,1,66,14.0,1,10.0,6.0,0,1,0,0,0,0,0,0
77D103B0-9A93-496A-B418-C8E3B9FF844E,1,43,11.0,1,10.0,5.0,1,0,0,0,0,0,0,0
A35641B6-C2C0-4E05-AFE1-79ADAD27BF51,90,93,42.0,1,1.0,5.0,0,0,0,0,1,0,0,0
7F873238-69B8-425C-A4FB-6058D47A2960,1,20,73.0,1,10.0,14.0,1,0,0,0,0,0,0,0
50ACE9B4-E6D5-45B2-95FF-3F3D2E21AC9F,90,87,58.0,0,1.0,3.0,0,0,0,0,1,0,0,0
6573D93C-5880-493A-A3EB-69822C3FCAB3,1,76,72.0,0,10.0,5.0,1,0,0,0,0,0,0,0
15EC1E45-57DC-4723-8833-7E7016C5F812,20,69,39.0,1,10.0,8.0,0,1,0,0,0,0,0,0
7277494A-72E2-4133-9AE0-F457D3DAD677,1,60,67.0,0,10.0,4.0,1,0,0,0,0,0,0,0
3AD78548-C038-4ACF-8AF2-F7DB079B6CB3,20,69,80.0,1,10.0,3.0,0,1,0,0,0,0,0,0
2acb6d20-5557-11e7-aaa5-79bc731415ba,90,94,71.0,1,2.0,7.0,0,0,0,0,1,0,0,0
9bf033a0-993b-11e7-901d-178bfb2ba43d,90,100,68.0,1,4.0,3.0,0,0,0,0,1,0,0,0
B3950D09-B3E6-4234-8C2F-02FF92C30285,90,88,77.0,0,7.0,8.0,0,0,0,0,1,0,0,0
82CAA417-7950-4032-A659-2047FD125007,1,48,16.0,1,10.0,4.0,1,0,0,0,0,0,0,0
C2FA2493-63C8-45C0-8AD1-A34FB762747D,20,56,70.0,0,10.0,9.0,0,1,0,0,0,0,0,0
7A8A9F94-129C-475D-B762-3EB5ECCDC84C,90,86,29.0,1,3.0,4.0,0,1,0,0,0,0,0,0
4125B8B9-0328-431C-A7AA-0FC5198D85C1,1,55,37.0,1,10.0,6.0,0,1,0,0,0,0,0,0
B7F5C3D4-39D3-4FA6-A8BC-48F78720FB46,1,94,72.0,0,10.0,3.0,1,0,0,0,0,0,0,0
8C3D31AF-D0FC-4556-8AE6-F437B471DB15,1,77,59.0,1,10.0,6.0,0,1,0,0,0,0,0,0
66d50ec0-67e9-11e8-87bd-47c3c1cb7296,90,93,52.0,1,2.0,5.0,0,0,0,0,1,0,0,0
36F829DB-6FC0-468B-970C-46853D2F9C4A,75,33,84.0,1,10.0,8.0,0,1,0,0,0,0,0,0
2D1B8631-F713-4AFC-9923-5739240054FB,20,56,67.0,0,10.0,6.0,0,1,0,0,0,0,0,0
26E7CB04-04DF-425B-9828-87754FC2A3D4,1,77,72.0,1,10.0,4.0,1,0,0,0,0,0,0,0
2D48E228-5EEA-4434-AEEB-27138EDBBD25,1,51,83.0,0,10.0,9.0,0,0,0,0,1,0,0,0
FF8ACE27-429C-4F4C-AE01-D1330194E4EA,75,58,29.0,1,10.0,1.0,0,1,0,0,0,0,0,0
EA47C525-5C2C-4D6E-93B1-16B22560BB1E,1,71,56.0,1,10.0,6.0,1,0,0,0,0,0,0,0
A4738CE3-31CB-4ED5-92C3-221622C6AB13,90,100,59.0,0,8.0,3.0,0,0,0,0,1,0,0,0
FBD52BAE-71EC-4014-836E-249D5895A03E,1,78,70.0,0,10.0,4.0,1,0,0,0,0,0,0,0
739BE041-222A-4690-AD3D-843854685AB7,90,94,79.0,0,3.0,0.0,0,0,0,0,1,0,0,0
C0CC7BB8-A9DE-409E-B552-CA900DD7DFA1,90,93,59.0,1,8.0,3.0,0,1,0,0,0,0,0,0
6e70e110-6ad1-11e7-908f-4b064f587a76,1,87,56.0,0,10.0,6.0,0,1,0,0,0,0,0,0
ECBA4CD6-D2B5-484A-A70A-D27B60E1C3A9,1,13,93.0,0,10.0,5.0,1,0,0,0,0,0,0,0
ECDC89E8-12FF-4212-B312-2C05FCD80B7C,40,21,100.0,0,10.0,4.0,0,1,0,0,0,0,0,0
61268F60-370E-4FED-AD5B-D13A3501903D,1,36,78.0,0,10.0,5.0,1,0,0,0,0,0,0,0
24E9C14A-D5D6-4997-950B-EBDA05382DD8,75,73,73.0,1,10.0,14.0,0,0,0,0,1,0,0,0
20010480-6a47-11e8-b56f-376f549f1f43,90,77,59.0,0,10.0,3.0,0,1,0,0,0,0,0,0
A246E1BB-133F-418E-ADFA-04858A19BF9A,90,93,48.0,1,1.0,22.0,0,0,0,0,1,0,0,0
B9E6AC6B-28DE-41FB-90D8-B1DBC83B915B,1,45,44.0,1,10.0,6.0,1,0,0,0,0,0,0,0
E43E5409-CF16-4972-98A1-A4349E4E9189,75,71,58.0,0,10.0,9.0,0,1,0,0,0,0,0,0
456087B9-A98C-430C-B9E5-D93F368AD181,75,61,80.0,0,10.0,6.0,0,0,0,0,1,0,0,0
A96D97BC-DF17-44D2-8A1E-07D59E9283E8,1,28,69.0,1,10.0,3.0,1,0,0,0,0,0,0,0
cfdbdb30-70d4-11e8-955c-07ae5009e4ac,75,38,74.0,0,10.0,5.0,0,1,0,0,0,0,0,0
8E8F81AE-2DFE-4915-8BCA-152738FBEF51,1,25,26.0,0,10.0,2.0,1,0,0,0,0,0,0,0
bca64ed0-9879-11e7-ac22-4bf203978489,90,100,57.0,0,0.0,2.0,0,1,0,0,0,0,0,0
247B477B-388C-410D-AC49-CAB9DFC126FF,1,68,69.0,1,10.0,3.0,1,0,0,0,0,0,0,0
D6A02002-326C-4573-B6BF-23C085561376,1,40,14.0,1,10.0,16.0,1,0,0,0,0,0,0,0
dd3804e0-6acf-11e7-908f-4b064f587a76,1,87,56.0,0,10.0,6.0,0,1,0,0,0,0,0,0
A9AA72BE-2BB9-4925-9C73-9AD872729FAA,75,86,33.0,1,10.0,2.0,0,1,0,0,0,0,0,0
bc75b130-60bb-11e7-8441-799a20e48d26,40,49,72.0,1,10.0,9.0,0,1,0,0,0,0,0,0
404E4221-F72C-4477-A6EC-9BE16A349A2F,1,65,44.0,1,10.0,5.0,1,0,0,0,0,0,0,0
84371A6B-C503-4B77-980E-69E559B94209,90,92,29.0,1,1.0,6.0,0,0,0,0,0,0,1,0
ddb7f570-9679-11e8-89ac-033aee5d533f,20,58,85.0,0,10.0,7.0,0,0,0,0,1,0,0,0
62EACE21-06AC-44A7-9E97-C8E30A035771,75,84,76.0,0,6.0,3.0,0,0,0,0,1,0,0,0
6CAC1CBD-DEEA-4F2E-974F-945CCA740C87,1,59,90.0,0,10.0,11.0,1,0,0,0,0,0,0,0
41F3F63D-D7EE-4C7B-958E-414C89B37170,1,73,26.0,1,10.0,8.0,0,1,0,0,0,0,0,0
69197290-516d-11e7-9098-6d44c9184f7c,5,46,71.0,1,10.0,2.0,1,0,0,0,0,0,0,0
4E0664F7-9A7D-4B8B-BC07-AE9E2C011FA4,75,69,83.0,0,10.0,10.0,0,0,0,0,1,0,0,0
28362b70-6ad0-11e7-908f-4b064f587a76,1,87,56.0,0,10.0,6.0,0,1,0,0,0,0,0,0
C4A4547F-8444-4213-A8AD-4A2A07C698F1,90,83,74.0,1,10.0,3.0,0,1,0,0,0,0,0,0
41E555E5-12BD-493A-A10C-331B8B634DDC,40,45,61.0,0,10.0,9.0,0,1,0,0,0,0,0,0
0cdd8d50-fc57-11e7-bc96-4112a1e00448,20,67,13.0,1,10.0,8.0,1,0,0,0,0,0,0,0
8D7ADCA3-F94D-4F69-B1E9-04343BF86178,1,55,55.0,1,10.0,3.0,0,1,0,0,0,0,0,0
F7FF0CD1-F6AA-44BE-9E43-BA8456AA4190,75,94,73.0,0,4.0,5.0,0,0,0,0,1,0,0,0
702F35F9-417C-486C-8A75-408C31B8459D,1,46,72.0,1,10.0,8.0,1,0,0,0,0,0,0,0
4C2CBE41-69A3-4092-9E52-032011092A81,90,93,68.0,1,2.0,4.0,0,0,0,0,1,0,0,0
CDC608E0-03EB-4882-A36D-B3D86F640AF1,1,64,34.0,1,10.0,10.0,1,0,0,0,0,0,0,0
3824DBE0-5974-48EB-B221-AC7C6A5B8121,75,66,77.0,0,10.0,8.0,0,1,0,0,0,0,0,0
CEA54B03-7D77-4238-B4EE-4E4232E01FFC,90,100,71.0,0,0.0,2.0,0,0,1,0,0,0,0,0
2F9BF478-1669-41BE-AD0A-E4EBE8A966C2,1,51,83.0,0,10.0,9.0,0,0,0,0,1,0,0,0
BC6518CC-A12E-4C39-A152-55F06C09764C,1,88,63.0,1,10.0,3.0,0,1,0,0,0,0,0,0
14632E2C-254F-4757-967F-4DDBDE93988D,90,100,58.0,1,2.0,8.0,0,0,0,0,1,0,0,0
A030620D-77A2-4842-88F2-E058569A29C7,1,51,32.0,1,10.0,4.0,1,0,0,0,0,0,0,0
bab12ca0-2d05-11e8-a91e-7b521ba3b56d,90,55,33.0,1,2.0,14.0,0,0,0,0,0,0,1,0
7FE2C11D-5F91-4152-8FE8-FDFB89804135,90,93,50.0,1,5.0,5.0,0,0,0,0,1,0,0,0
8D2476AE-D968-4E2A-9394-03FFF682B227,90,91,66.0,1,2.0,5.0,0,0,0,0,1,0,0,0
AB120D9B-6974-4A36-A3E4-A47E77D0FD9F,75,100,43.0,1,10.0,2.0,1,0,0,0,0,0,0,0
82FDB0D3-7F8D-410A-B884-743E38F69E70,1,46,11.0,1,10.0,12.0,0,1,0,0,0,0,0,0
1045D7E0-4630-4278-833D-E25AE9B83DC1,40,78,84.0,1,0.0,3.0,0,1,0,0,0,0,0,0
EAE3AE73-37E8-4019-99C7-FF73A0B0F066,40,68,73.0,0,10.0,10.0,0,1,0,0,0,0,0,0
88250c90-2b69-11e8-9415-01ceeae8e2e3,1,58,29.0,1,10.0,5.0,1,0,0,0,0,0,0,0
D006BA05-D2E3-4160-B811-0110CA819080,1,39,79.0,0,10.0,19.0,0,0,0,0,0,1,0,0
64c53710-b062-11e8-b776-47c0e0067e5a,20,57,87.0,0,10.0,10.0,0,1,0,0,0,0,0,0
278EA763-D5BD-4D41-A937-391B0D255125,1,42,81.0,1,10.0,10.0,1,0,0,0,0,0,0,0
39783d00-1aee-11e8-8b62-2b00a21944e5,1,81,41.0,1,10.0,8.0,0,0,1,0,0,0,0,0
719c24a0-9dfb-11e7-a7d1-a7a1e4fdc318,40,77,71.0,1,10.0,13.0,0,1,0,0,0,0,0,0
64308704-CADF-43F1-AB62-C81833F09FD1,40,69,78.0,1,10.0,3.0,0,1,0,0,0,0,0,0
87896F8D-C50B-4A6C-9ADA-20DB21DE9080,75,67,58.0,1,10.0,14.0,0,1,0,0,0,0,0,0
55677F51-DC90-4FE4-91B8-DAB86C2B2486,20,78,79.0,0,2.0,4.0,0,0,0,1,0,0,0,0
BCD9F733-0092-45FB-B4AF-16E976C8DDBF,75,83,77.0,0,10.0,3.0,0,1,0,0,0,0,0,0
f0d15c10-5c58-11e8-9a3b-05370ff112bf,90,73,78.0,0,20.0,14.0,0,1,0,0,0,0,0,0
efca1b80-2dc4-11e8-8656-49499d73116b,90,86,33.0,1,10.0,8.0,0,0,0,0,1,0,0,0
7f0a1bb0-ed8d-11e7-a8e6-19cf5fbb5d97,90,85,19.0,1,1.0,5.0,1,0,0,0,0,0,0,0
7113994C-D4C6-4707-A9A0-0A66A12D2B47,92,95,60.0,1,0.0,2.0,0,1,0,0,0,0,0,0
0A660F11-F9F1-42E9-B8A2-01E8D885713E,90,96,55.0,1,7.0,12.0,0,0,0,0,1,0,0,0
67ED43A9-4905-4B47-B213-E7B71B746190,20,54,83.0,1,20.0,8.0,1,0,0,0,0,0,0,0
F4D1C7EC-6B40-460C-AEA8-454DB67A313B,20,63,59.0,1,10.0,5.0,0,1,0,0,0,0,0,0
24768A62-1467-4DC7-AE2B-2DCEF731C509,40,94,74.0,1,10.0,13.0,0,0,0,0,1,0,0,0
8b6ebb90-14bb-11e8-aaf4-3bab78e0af06,1,69,36.0,1,10.0,9.0,1,0,0,0,0,0,0,0
5b0dcc40-680b-11e8-b79d-bf818eb3fc0d,75,77,58.0,0,10.0,9.0,0,0,0,0,1,0,0,0
4B1AEA55-374C-42D7-8A21-8BB1847E9D08,40,68,65.0,0,10.0,3.0,0,0,0,0,1,0,0,0
5644fde0-c2e9-11e7-a156-5d8d1afbe51f,90,88,62.0,1,10.0,9.0,0,0,0,0,1,0,0,0
4f8b4e50-4949-11e8-85d8-6fc5654df5f5,90,87,55.0,1,10.0,8.0,0,0,0,0,1,0,0,0
ADC9074A-1564-4051-B11B-95B38D325591,90,96,57.0,1,7.0,12.0,0,0,0,0,1,0,0,0
6c3b9d90-22c8-11e8-844a-5d24049060a8,90,92,31.0,1,15.0,7.0,0,0,0,0,0,0,1,0
0DE7EA1E-BF23-4C5C-A21C-1035D5348BC1,90,89,31.0,1,1.0,3.0,0,1,0,0,0,0,0,0
FA7F49CB-F268-433B-A98F-B4592E93FAAA,75,83,72.0,1,9.0,6.0,0,0,0,0,1,0,0,0
116A9C18-4AC3-4C06-83DC-46FCD731776A,1,60,67.0,1,10.0,9.0,0,1,0,0,0,0,0,0
E183B78B-F90B-4977-BC2C-0B682574AA86,1,43,85.0,1,10.0,8.0,0,1,0,0,0,0,0,0
9C3432D3-9591-45F0-9A4E-2871DD330550,1,100,74.0,1,7.0,4.0,0,0,0,0,1,0,0,0
1D619B29-6F8D-4D13-BD21-576F831D13E3,1,66,51.0,1,10.0,8.0,0,0,0,0,1,0,0,0
9d9da1b0-7225-11e8-93e6-631041867dec,5,68,64.0,0,20.0,3.0,1,0,0,0,0,0,0,0
17dea560-2842-11e8-a8e9-45e6d63a2906,1,63,31.0,1,10.0,9.0,1,0,0,0,0,0,0,0
09B24C0D-F198-4C77-A2CF-E32B7F998A96,90,88,66.0,1,10.0,4.0,0,0,0,0,1,0,0,0
c960f2b0-5553-11e7-9943-199979f35244,75,94,71.0,1,10.0,7.0,0,0,0,0,1,0,0,0
eb921900-585e-11e7-abd0-57f7b9979055,75,78,82.0,1,20.0,8.0,0,0,0,0,1,0,0,0
4F20435C-DF07-4D4E-BF43-BE54C4A967F6,40,42,79.0,0,10.0,2.0,0,1,0,0,0,0,0,0
25634A4C-AE03-4B5C-AB9E-2F3D7247465F,1,13,86.0,0,10.0,8.0,1,0,0,0,0,0,0,0
979EFC45-30BF-47E3-ADC6-DB9DD4424631,1,76,56.0,1,10.0,3.0,1,0,0,0,0,0,0,0
e7fae620-e0e2-11e7-b6df-2beb3c48f0e5,75,73,26.0,1,6.0,7.0,0,1,0,0,0,0,0,0
25F39CE8-797C-47AF-B8B3-0129E3083502,90,82,57.0,1,10.0,8.0,0,1,0,0,0,0,0,0
a9082d10-1b02-11e8-98f4-ed16586cbb07,90,87,49.0,1,8.0,14.0,0,0,0,0,1,0,0,0
DCE56A00-9ED1-4556-8B42-78D5156834CF,90,93,37.0,1,2.0,8.0,0,0,1,0,0,0,0,0
5C46ADF1-7559-4D9D-ABF0-B9CA25D2AFDB,20,56,15.0,1,10.0,8.0,0,1,0,0,0,0,0,0
12D3ADF7-90B1-440D-9FE3-76ECB8401850,90,94,71.0,0,10.0,4.0,0,1,0,0,0,0,0,0
E14F9EC6-B012-453F-BBFC-7199E9579395,5,52,62.0,1,15.0,3.0,1,0,0,0,0,0,0,0
D273C66B-6454-4C0C-9752-7FA6522502F2,90,86,61.0,1,10.0,13.0,0,0,0,0,1,0,0,0
C68A0610-9F33-4E93-AD16-A9C2D84270A4,1,51,83.0,0,10.0,9.0,0,0,0,0,1,0,0,0
6044B964-0B63-49F1-A478-9472CF57CD80,1,57,73.0,0,10.0,5.0,1,0,0,0,0,0,0,0
6C4D6A53-8986-45A1-A185-0F1C8E273CCA,90,87,55.0,1,5.0,8.0,0,1,0,0,0,0,0,0
0993D858-7457-4732-B5AE-EE27CB5E7DA9,75,78,70.0,1,10.0,21.0,0,1,0,0,0,0,0,0
4BDF29B7-60AC-4FD7-9C68-06AE4C764E25,40,56,63.0,0,10.0,6.0,0,1,0,0,0,0,0,0
015C7BC5-638A-4416-A948-A6979F3498DD,40,72,61.0,0,5.0,9.0,0,0,0,1,0,0,0,0
7eca55a0-5555-11e7-aaa5-79bc731415ba,75,94,71.0,1,10.0,7.0,0,0,0,0,1,0,0,0
19B850D2-6CCF-4B44-B004-3362011918C0,5,100,48.0,0,10.0,1.0,0,0,1,0,0,0,0,0
5F94B03C-7FC1-48D4-A15F-BB3751404B03,20,56,75.0,0,10.0,12.0,0,1,0,0,0,0,0,0
B41056B7-5272-403B-A804-3CD7AA894B8B,1,57,77.0,0,10.0,10.0,1,0,0,0,0,0,0,0
B9F9226B-3048-4954-830C-52D0524B7415,1,94,72.0,0,3.0,2.0,0,0,0,0,1,0,0,0
A1AB70AD-CACE-46C9-891F-33CBEDDAFE9B,20,78,79.0,1,2.0,4.0,0,0,0,1,0,0,0,0
80cb7a20-4f8a-11e8-8376-ddba105bd67f,40,100,66.0,0,10.0,5.0,0,0,0,0,1,0,0,0
52AF776B-EDC9-4997-896C-B5574D5CD052,1,64,72.0,1,10.0,2.0,0,1,0,0,0,0,0,0
AEFE8FBA-7D4D-4540-8575-852A5CA81953,90,72,64.0,0,10.0,6.0,0,0,0,0,1,0,0,0
4DAE3DF9-A8E7-4AF7-88CF-48BFE86D05E4,1,56,7.0,1,10.0,2.0,1,0,0,0,0,0,0,0
C29F2FF5-0360-4713-B0E7-4A7F9B3DF858,40,54,83.0,0,10.0,14.0,0,1,0,0,0,0,0,0
575D430F-DABF-4159-94D5-F094FD6B2FD0,1,81,42.0,1,10.0,4.0,1,0,0,0,0,0,0,0
A8B531DE-4744-46CC-ACAF-6AFB0CC351ED,90,60,71.0,0,10.0,10.0,0,1,0,0,0,0,0,0
593E7382-9176-4E58-84DE-80E311817782,75,100,57.0,1,1.0,6.0,0,0,0,0,1,0,0,0
1EC57706-849C-4961-BBDA-A5AD07BB4461,1,76,50.0,1,10.0,3.0,1,0,0,0,0,0,0,0
B0B6097A-CC0C-42B0-8231-2589FFF680D4,75,71,49.0,1,10.0,5.0,0,1,0,0,0,0,0,0
7178B3D6-67FF-44CD-ABE9-40FBDEE657CB,40,93,54.0,0,10.0,4.0,0,0,0,0,1,0,0,0
F7CAF186-963A-4F97-9265-648889056626,5,40,85.0,0,20.0,2.0,1,0,0,0,0,0,0,0
D6E39CBF-9A97-4617-B892-480E8A1E66BC,75,88,73.0,0,10.0,5.0,0,0,0,0,1,0,0,0
EBD7B109-4562-4F6D-B4E4-FBB21EC1F115,1,69,82.0,0,10.0,5.0,1,0,0,0,0,0,0,0
484aefa0-40bc-11e8-833f-4db8b42b6384,90,64,40.0,1,10.0,15.0,0,1,0,0,0,0,0,0
1A7DBD92-8409-4134-9C5A-70751D267445,90,68,71.0,1,20.0,11.0,0,1,0,0,0,0,0,0
BE5A8C1C-6CA0-460D-B1C8-BB1E4F0579FA,90,82,64.0,1,9.0,4.0,0,1,0,0,0,0,0,0
03817C89-1E06-492A-A5ED-AFDE8612C06E,40,62,21.0,1,20.0,13.0,1,0,0,0,0,0,0,0
d2afebb0-7617-11e8-b4d9-1da352a31440,40,55,66.0,0,10.0,6.0,0,1,0,0,0,0,0,0
B44C47A3-8286-411A-B592-570001B03475,75,44,57.0,0,10.0,14.0,0,0,0,0,1,0,0,0
315ED7ED-A659-46F5-828F-3EDCC259C031,20,56,47.0,1,10.0,2.0,0,0,0,1,0,0,0,0
67DAD324-2D9F-4C64-8F2B-93E8602A6CCE,1,55,91.0,0,10.0,5.0,1,0,0,0,0,0,0,0
76197090-6ad0-11e7-908f-4b064f587a76,1,87,56.0,0,10.0,6.0,0,1,0,0,0,0,0,0
829a5da0-5169-11e7-8b05-1f3dc69d681d,1,59,71.0,1,10.0,6.0,1,0,0,0,0,0,0,0
B88886AA-D120-4BD4-AF39-29B24B065144,90,100,56.0,1,3.0,3.0,0,1,0,0,0,0,0,0
A2513AAC-6DD9-47D3-ADAC-A6C8E5F62BFE,90,81,54.0,0,7.0,9.0,0,0,0,0,1,0,0,0
D7445800-3368-4519-8743-E6E3665EC51F,75,93,65.0,0,5.0,3.0,0,0,0,0,1,0,0,0
C2C64D8A-B734-4A2A-A1CC-722DDECA864C,40,88,73.0,0,10.0,5.0,0,0,0,0,1,0,0,0
312CB0BD-9971-48F7-A187-B96E4958F0FD,1,57,76.0,1,10.0,11.0,1,0,0,0,0,0,0,0
E23A5EAA-800F-44B6-B25B-9B8F27345010,90,94,70.0,0,3.0,6.0,0,0,0,0,1,0,0,0
993ebd20-a06b-11e7-aabc-6d336aab7ccf,1,56,74.0,1,10.0,15.0,1,0,0,0,0,0,0,0
249e4f80-5557-11e7-aaa5-79bc731415ba,90,94,71.0,1,2.0,7.0,0,0,0,0,1,0,0,0
2F0E7273-FFFF-4A74-AF1A-E5C5B72C4C27,75,85,24.0,1,10.0,6.0,0,1,0,0,0,0,0,0
C14E4488-578E-4B97-9FDB-90B8E2467586,75,29,77.0,1,10.0,9.0,1,0,0,0,0,0,0,0
4096c720-1a4c-11e8-a648-4dce2c75a7a5,90,100,41.0,1,3.0,14.0,0,0,0,0,1,0,0,0
195745e0-7555-11e8-a32a-c96eb4a9a993,75,83,68.0,0,10.0,5.0,0,0,0,0,1,0,0,0
D5A88683-D438-4A7A-BC35-153F674966A4,1,37,53.0,1,10.0,3.0,1,0,0,0,0,0,0,0
C0784390-B4F3-49A4-8E99-2CB8A4D6FE51,90,82,70.0,0,10.0,9.0,0,1,0,0,0,0,0,0
30EA62DF-9E25-44FB-9B47-6B1F66AAB871,75,93,66.0,1,10.0,2.0,0,0,0,0,1,0,0,0
73087C44-9F2E-42F2-8B64-672B82A33AC8,40,100,70.0,1,10.0,5.0,0,1,0,0,0,0,0,0
d28b77e0-1ef0-11e8-aec1-55b4d838c95b,1,60,38.0,1,10.0,11.0,1,0,0,0,0,0,0,0
14A58ED8-0836-4623-B4BF-5AA819E7F9F7,75,48,44.0,1,10.0,21.0,0,1,0,0,0,0,0,0
FE755C85-965F-4120-8E26-738D54B04F0E,75,72,61.0,0,10.0,6.0,0,1,0,0,0,0,0,0
06C101F9-0816-4BD6-91FB-0C12E0CB88F9,75,87,44.0,0,4.0,10.0,0,0,1,0,0,0,0,0
CB858456-1539-4738-A0DE-F8E381B22464,40,100,44.0,1,7.0,2.0,1,0,0,0,0,0,0,0
6B7AA171-8452-4F63-BCC3-043635D4BC40,1,100,64.0,1,5.0,3.0,0,0,0,0,1,0,0,0
71C19328-19AA-4BAD-A830-09B25C97AF86,1,52,76.0,1,10.0,11.0,1,0,0,0,0,0,0,0
FE2AE1EE-F399-4740-A1D5-4E83174AF9F0,40,51,82.0,1,10.0,14.0,0,1,0,0,0,0,0,0
0dfdd420-5dd7-11e7-8932-b96748e46eb9,75,66,87.0,1,15.0,6.0,0,1,0,0,0,0,0,0
90C527BD-CA9B-4515-A741-43D3B67A6CFA,20,67,68.0,1,10.0,16.0,0,1,0,0,0,0,0,0
63c47430-0fd5-11e8-a3de-a95bf78953b0,20,51,36.0,1,10.0,9.0,0,1,0,0,0,0,0,0
E5098EDC-4565-4454-9063-35AAC5E8A478,90,92,47.0,1,10.0,5.0,0,0,0,0,1,0,0,0
1FAFE53A-5C7F-4C25-A8D6-166A433E8948,5,45,26.0,1,20.0,8.0,1,0,0,0,0,0,0,0
b99b7d90-5e96-11e7-86d5-01fa933c164e,75,78,81.0,1,10.0,7.0,0,0,0,0,1,0,0,0
FC13E2E8-E047-459D-9DF6-04EB731F02B7,1,27,73.0,0,10.0,4.0,1,0,0,0,0,0,0,0
DB23D16F-08A9-4C38-B615-C3A243FF901D,75,65,76.0,0,10.0,3.0,0,0,0,1,0,0,0,0
5A8C2E63-0050-463F-AFBE-B3F04E5CBB8D,1,83,74.0,1,10.0,2.0,0,0,0,0,1,0,0,0
093A1154-E38F-4D24-B643-50E36588B240,1,58,83.0,0,10.0,9.0,1,0,0,0,0,0,0,0
327B4960-128D-42DE-A19E-2F154599BD17,20,64,74.0,0,10.0,6.0,0,0,0,0,1,0,0,0
F3AAF8D4-1F2F-4B8A-8CFB-23AE6ABE345D,90,87,55.0,1,5.0,8.0,0,1,0,0,0,0,0,0
99233B3A-59B6-4C79-A5CC-62958B133B45,75,69,64.0,1,10.0,6.0,0,1,0,0,0,0,0,0
306FC469-2DCF-455A-BE01-F410E04F5F0F,1,51,83.0,0,10.0,9.0,0,0,0,0,1,0,0,0
11187A3B-2A12-421D-975C-E0F2E0FFF552,20,50,68.0,0,10.0,13.0,0,1,0,0,0,0,0,0
2dffc920-489e-11e7-accd-d1188fe465f0,40,30,72.0,1,10.0,13.0,1,0,0,0,0,0,0,0
3AFE7FEA-C6C7-4267-B5A0-8A018EDF34DB,75,93,63.0,1,10.0,3.0,0,1,0,0,0,0,0,0
419B0215-6E9C-48FE-BD63-2AD59DAFEA48,1,64,67.0,1,10.0,3.0,1,0,0,0,0,0,0,0
A722D78A-55B2-44ED-9415-C3C10F96CC5E,1,47,76.0,1,10.0,11.0,0,1,0,0,0,0,0,0
817361B5-6D0B-4B4E-AD4A-C586490064D0,1,39,80.0,1,10.0,4.0,1,0,0,0,0,0,0,0
EEDD4404-531B-42ED-ADE9-24EA2DE143C9,1,61,78.0,1,10.0,4.0,1,0,0,0,0,0,0,0
6116C39F-2B59-47DD-8A54-2380CA73675C,90,82,67.0,1,10.0,2.0,0,1,0,0,0,0,0,0
59FB9FEB-7C28-4539-B575-3BB42F359DFD,75,83,84.0,0,2.0,6.0,0,0,0,0,1,0,0,0
